"CHROM","POS","MEAN_DEPTH","VAR_DEPTH","RADtag"
"scaffold195_cov84",1068572,71.966,1423.81,2472
"scaffold195_cov84",1068587,71.975,1423.62,2472
"scaffold195_cov84",1068591,71.9803,1423.6,2472
"scaffold195_cov84",1068596,71.9821,1423.88,2472
"scaffold195_cov84",1097721,101.798,2099,2473
"scaffold195_cov84",1097728,101.794,2101.73,2473
"scaffold195_cov84",1119625,91.4436,1923.01,2474
"scaffold195_cov84",1119629,91.7943,1921.26,2474
"scaffold195_cov84",1119659,91.7764,1919.91,2474
"scaffold195_cov84",1132396,38.1467,385.846,2475
"scaffold195_cov84",1152331,60.3238,1072.03,2476
"scaffold195_cov84",1162322,46.5474,468.284,2477
"scaffold195_cov84",1162380,46.2182,471.895,2477
"scaffold195_cov84",1169927,95.4168,2447.86,2478
"scaffold195_cov84",1169940,95.6708,2416.03,2478
"scaffold195_cov84",1169946,95.6476,2408.03,2478
"scaffold195_cov84",1169949,93.9839,2415.07,2478
"scaffold195_cov84",1169982,94.0805,2467,2478
"scaffold195_cov84",1209084,54.8157,1026.34,2479
"scaffold195_cov84",1218452,82.8676,1719.56,2480
"scaffold195_cov84",1218467,83.0877,1726.94,2480
"scaffold195_cov84",1218473,83.1073,1727.45,2480
"scaffold195_cov84",1258279,47.1771,780.945,2481
"scaffold195_cov84",1258293,48.7048,769.868,2481
"scaffold195_cov84",1277864,67.6422,1379.24,2482
"scaffold195_cov84",1277866,67.7853,1373.39,2482
"scaffold195_cov84",1277878,68.2898,1323.58,2482
"scaffold195_cov84",1277903,68.3506,1327.04,2482
"scaffold195_cov84",1277905,68.3345,1326.12,2482
"scaffold195_cov84",1287255,121.215,3868.82,2483
"scaffold195_cov84",1287260,119.513,4006.85,2483
"scaffold195_cov84",1313214,72.5886,1384,2484
"scaffold195_cov84",1313215,72.5224,1385.58,2484
"scaffold195_cov84",1336484,89.2379,1741.15,2485
"scaffold195_cov84",1336524,89.2773,1736.91,2485
"scaffold195_cov84",1336527,89.4204,1739.84,2485
"scaffold195_cov84",1336592,42.034,466.252,2486
"scaffold195_cov84",1336597,42.0215,466.193,2486
"scaffold195_cov84",1336612,41.9893,467.14,2486
"scaffold195_cov84",1336618,41.7979,452.538,2486
"scaffold195_cov84",1355227,98.7352,3316.83,2487
"scaffold195_cov84",1355310,44.2218,386.46,2488
"scaffold195_cov84",1355355,44.8014,398.174,2488
"scaffold195_cov84",1398873,63.5939,900.747,2489
"scaffold195_cov84",1398903,63.7639,902.381,2489
"scaffold195_cov84",1398916,63.7907,903.933,2489
"scaffold195_cov84",1406191,65.9893,793.925,2490
"scaffold195_cov84",1436917,128.889,3753.84,2491
"scaffold195_cov84",1437016,80.4186,1142.01,2492
"scaffold195_cov84",1437031,80.4043,1142.31,2492
"scaffold195_cov84",1437034,80.2129,1140.41,2492
"scaffold195_cov84",1475485,94.6547,2496.39,2493
"scaffold195_cov84",1475500,95.1306,2457.52,2493
"scaffold195_cov84",1475534,95.186,2453.13,2493
"scaffold195_cov84",1550896,68.424,2792.33,2494
"scaffold195_cov84",1550957,59.1628,3284.65,2494
"scaffold195_cov84",1616708,52.2791,802.069,2495
"scaffold195_cov84",1616780,39.2254,590.723,2495
"scaffold195_cov84",1616786,39.542,594.897,2496
"scaffold195_cov84",1616795,39.5134,596.935,2496
"scaffold195_cov84",1621062,34.1771,433.214,2497
"scaffold195_cov84",1621066,34.1771,433.443,2497
"scaffold195_cov84",1621086,34.1556,433.325,2497
"scaffold195_cov84",1621096,34.1574,433.653,2497
"scaffold195_cov84",1691197,102.801,4383.81,2498
"scaffold195_cov84",1691202,102.508,4372.75,2498
"scaffold195_cov84",1691223,102.744,4380.48,2498
"scaffold195_cov84",1725411,126.329,7861.07,2499
"scaffold195_cov84",1725416,125.852,7853.97,2499
"scaffold195_cov84",1725455,61.8602,843.137,2499
"scaffold195_cov84",1725461,62.3435,823.577,2499
"scaffold195_cov84",1738990,74.8265,1328.63,2500
"scaffold195_cov84",1739002,75.9338,1346.12,2500
"scaffold195_cov84",1739020,79.4973,1449.9,2500
"scaffold195_cov84",1776249,78.034,1259.43,2501
"scaffold195_cov84",1776257,78.0966,1248.18,2501
"scaffold195_cov84",1776292,79.3739,1257.78,2501
"scaffold195_cov84",1776310,79.483,1269.96,2501
"scaffold195_cov84",1784076,54.8354,1061.78,2502
"scaffold195_cov84",1784077,54.8211,1060.9,2502
"scaffold195_cov84",1784171,109.751,2719.47,2503
"scaffold195_cov84",1784177,109.061,2708.08,2503
"scaffold195_cov84",1784211,109.698,2719.56,2503
"scaffold195_cov84",1784477,91.6565,1464.19,2504
"scaffold195_cov84",1803350,90.6691,1293.74,2505
"scaffold195_cov84",1803359,90.6816,1293.99,2505
"scaffold195_cov84",1803376,90.6369,1295.44,2505
"scaffold195_cov84",1803403,90.6422,1295,2505
"scaffold195_cov84",1818080,49.1091,638.571,2506
"scaffold195_cov84",1818092,49.2039,637.65,2506
"scaffold195_cov84",1824069,122.064,4824.72,2507
"scaffold195_cov84",1824071,122.07,4823.99,2507
"scaffold195_cov84",1824079,123.095,4694.4,2507
"scaffold195_cov84",1826890,100.891,1925.45,2508
"scaffold195_cov84",1826904,100.912,1927.17,2508
"scaffold195_cov84",1826943,100.716,1934,2508
"scaffold195_cov84",1831443,48.712,537.994,2509
"scaffold195_cov84",1890501,52.9624,742.771,2510
"scaffold195_cov84",1910045,77.3292,1636.35,2511
"scaffold195_cov84",1910061,77.322,1620.7,2511
"scaffold195_cov84",1910099,76.9714,1629.98,2511
"scaffold195_cov84",1924322,60.0519,798.727,2512
"scaffold195_cov84",1924339,60.1449,801.038,2512
"scaffold195_cov84",1941804,78.458,1674.38,2513
"scaffold195_cov84",1946438,116.404,2613.14,2514
"scaffold195_cov84",1951074,40.6905,418.178,2515
"scaffold195_cov84",1951093,40.712,419.116,2515
"scaffold195_cov84",1951107,40.7013,419.472,2515
"scaffold195_cov84",1966398,102.508,2717.09,2516
"scaffold195_cov84",1966431,102.431,2728.77,2516
"scaffold195_cov84",1968476,44.1324,556.757,2517
"scaffold195_cov84",1968491,44.3506,560.787,2517
"scaffold195_cov84",1968537,62.5868,1133.1,2517
"scaffold195_cov84",2005018,101.569,3060.83,2518
"scaffold195_cov84",2005021,102.572,2997.33,2518
"scaffold195_cov84",2005033,107.894,2741,2518
"scaffold195_cov84",2005042,108.25,2745.39,2518
"scaffold195_cov84",2005047,108.395,2739.66,2518
"scaffold195_cov84",2005057,108.304,2739.84,2518
"scaffold195_cov84",2021860,54.5778,794.614,2519
"scaffold195_cov84",2021871,54.5331,787.429,2519
"scaffold195_cov84",2021889,54.5188,787.734,2519
"scaffold195_cov84",2021890,54.5116,787.555,2519
"scaffold195_cov84",2038702,110.952,2833.92,2520
"scaffold195_cov84",2038714,110.946,2834.37,2520
"scaffold195_cov84",2038734,109.819,2792.13,2520
"scaffold195_cov84",2043357,46.381,471.928,2521
"scaffold195_cov84",2043371,46.3703,468.918,2521
"scaffold195_cov84",2043491,123.971,4197.59,2522
"scaffold195_cov84",2043492,123.615,4211.83,2522
"scaffold195_cov84",2043497,123.857,4203.86,2522
"scaffold195_cov84",2077046,83.6494,2850.6,2523
"scaffold195_cov84",2077047,83.6494,2850.6,2523
"scaffold195_cov84",2077048,84.7639,2881.33,2523
"scaffold195_cov84",2077051,85.1073,2892.04,2523
"scaffold195_cov84",2077056,85.4222,2892.81,2523
"scaffold195_cov84",2077058,97.0519,3296.3,2523
"scaffold195_cov84",2077068,97.9589,3342.77,2523
"scaffold195_cov84",2077074,97.9946,3342.97,2523
"scaffold195_cov84",2119827,77.8623,1670.02,2524
"scaffold195_cov84",2119836,77.0413,1622.6,2524
"scaffold195_cov84",2119848,77.7764,1667.55,2524
"scaffold195_cov84",2128863,56.229,660.89,2525
"scaffold195_cov84",2131492,101.345,3693.01,2526
"scaffold195_cov84",2131513,103.045,3712.02,2526
"scaffold195_cov84",2131521,103.023,3712.56,2526
"scaffold195_cov84",2131536,103.488,3696.29,2526
"scaffold195_cov84",2134705,53.5546,555.409,2527
"scaffold195_cov84",2134717,54.0859,564.211,2527
"scaffold195_cov84",2169256,82.7639,1830.71,2528
"scaffold195_cov84",2169274,82.9302,1838.27,2528
"scaffold195_cov84",2169278,82.814,1849.68,2528
"scaffold195_cov84",2202998,68.6118,1166.8,2529
"scaffold195_cov84",2203022,68.5957,1166.21,2529
"scaffold195_cov84",2203024,68.5832,1168.05,2529
"scaffold195_cov84",2236024,49.9445,576.536,2530
"scaffold195_cov84",2266891,89.8587,2403.33,2531
"scaffold195_cov84",2266908,92.9213,2472.09,2531
"scaffold195_cov84",2266912,95.4079,2535.83,2531
"scaffold195_cov84",2268111,66,884.677,2532
"scaffold195_cov84",2268127,66.2469,879.14,2532
"scaffold195_cov84",2268154,66.1574,875.237,2532
"scaffold195_cov84",2268170,66.2612,880.756,2532
"scaffold195_cov84",2291400,118.379,2545.3,2533
"scaffold195_cov84",2291428,118.411,2542.68,2533
"scaffold195_cov84",2361958,86.3739,2879.51,2534
"scaffold195_cov84",2361991,86.5528,2876.52,2534
"scaffold195_cov84",2413811,79.0197,1503.97,2535
"scaffold195_cov84",2436827,53.6619,626.658,2536
"scaffold195_cov84",2436839,53.6601,626.755,2536
"scaffold195_cov84",2436851,53.6154,626.596,2536
"scaffold195_cov84",2436863,53.7138,628.871,2536
"scaffold195_cov84",2458543,43.1377,561.947,2537
"scaffold195_cov84",2468541,81.2236,1845.04,2538
"scaffold195_cov84",2468547,82.6082,1841.51,2538
"scaffold195_cov84",2468551,82.8372,1849.72,2538
"scaffold195_cov84",2468568,82.6583,1856.63,2538
"scaffold195_cov84",2469059,58.6154,882.32,2539
"scaffold195_cov84",2469062,58.1825,871.447,2539
"scaffold195_cov84",2469085,58.5689,882.26,2539
"scaffold195_cov84",2469095,58.5438,882.628,2539
"scaffold195_cov84",2496811,61.6118,719.761,2540
"scaffold195_cov84",2510002,99.7352,2036.73,2541
"scaffold195_cov84",2515195,63.2737,699.755,2542
"scaffold195_cov84",2515210,63.1038,693.606,2542
"scaffold195_cov84",2551173,90.0608,1880.95,2543
"scaffold195_cov84",2551176,90.2665,1887,2543
"scaffold195_cov84",2553136,63.9392,642.391,2544
"scaffold195_cov84",2553172,64,635.928,2544
"scaffold195_cov84",2553178,63.8712,631.743,2544
"scaffold195_cov84",2656601,34.5975,277.162,2545
"scaffold195_cov84",2656643,34.7531,278.527,2545
"scaffold195_cov84",2702057,58.6118,791.55,2546
"scaffold195_cov84",2702098,58.5403,795.754,2546
"scaffold195_cov84",2736579,43.8784,459.756,2547
"scaffold195_cov84",2801642,57.8605,1232.56,2548
"scaffold195_cov84",2801643,57.864,1232.96,2548
"scaffold195_cov84",2801648,57.9964,1231.05,2548
"scaffold195_cov84",2801656,58.0143,1231.12,2548
"scaffold195_cov84",2801658,58.0358,1233.06,2548
"scaffold195_cov84",2801663,58.1199,1237.64,2548
"scaffold195_cov84",2801677,58.1521,1238.09,2548
"scaffold195_cov84",2801747,82.2075,2504.18,2549
"scaffold195_cov84",2809928,62.9481,691.863,2550
"scaffold195_cov84",2809942,62.932,692.142,2550
"scaffold195_cov84",2854515,107.846,2814.8,2551
"scaffold195_cov84",2854572,107.918,2808.58,2551
"scaffold195_cov84",2855345,25.5832,204.932,2552
"scaffold195_cov84",2867509,45.136,462.473,2553
"scaffold195_cov84",2873629,36.1055,317.177,2554
"scaffold195_cov84",2896035,88.8623,2362.48,2555
"scaffold195_cov84",2896079,90.1682,2358.66,2555
"scaffold195_cov84",2896093,89.7133,2383.18,2555
"scaffold195_cov84",2896096,88.9803,2357.05,2555
"scaffold195_cov84",2915509,58.0877,640.13,2556
"scaffold195_cov84",2925350,103.372,1807.89,2557
"scaffold195_cov84",2925351,103.175,1799.82,2557
"scaffold195_cov84",2979157,70.1109,1213.39,2558
"scaffold195_cov84",2979160,70.1199,1212.17,2558
"scaffold195_cov84",3055850,54.644,828.251,2559
"scaffold195_cov84",3055885,54.7728,826.104,2559
"scaffold195_cov84",3061228,95.9857,2475.16,2560
"scaffold195_cov84",3079173,76.2361,1371.24,2561
"scaffold195_cov84",3101289,89.2522,2398.73,2562
"scaffold195_cov84",3101296,89.576,2395.32,2562
"scaffold195_cov84",3101314,89.7746,2384.83,2562
"scaffold195_cov84",3101322,89.7692,2384.3,2562
"scaffold195_cov84",3123953,43.619,435.932,2563
"scaffold195_cov84",3123967,43.6243,435.622,2563
"scaffold195_cov84",3124041,57.1306,683.483,2564
"scaffold195_cov84",3124058,56.7335,686.898,2564
"scaffold195_cov84",3124080,57.3953,676.924,2564
"scaffold195_cov84",3124082,57.4973,673.591,2564
"scaffold195_cov84",3124085,57.1753,677.052,2564
"scaffold195_cov84",3131870,84.9767,1536.97,2565
"scaffold195_cov84",3131909,83.8927,1565.41,2565
"scaffold195_cov84",3150304,67.4669,860.687,2566
"scaffold195_cov84",3150313,67.0448,882.445,2566
"scaffold195_cov84",3150330,67.7191,862.145,2566
"scaffold195_cov84",3150334,67.7174,862.235,2566
"scaffold195_cov84",3171756,49.4454,526.552,2567
"scaffold195_cov84",3171759,49.4544,526.897,2567
"scaffold195_cov84",3171775,49.424,526.789,2567
"scaffold195_cov84",3194167,94.9088,2077.52,2568
"scaffold195_cov84",3211609,131.628,4603.28,2569
"scaffold195_cov84",3239301,83.7156,9003.85,2570
"scaffold195_cov84",3239311,83.6816,9003.15,2570
"scaffold195_cov84",3239342,83.5492,8924.79,2570
"scaffold1964_cov78",6839,63.2093,1193.67,2571
"scaffold1964_cov78",6847,63.4114,1197.55,2571
"scaffold1964_cov78",6879,63.4311,1198.18,2571
"scaffold1964_cov78",58641,54.2397,706.147,2572
"scaffold1964_cov78",102674,78.8819,1211.05,2573
"scaffold1964_cov78",102692,78.6565,1218.19,2573
"scaffold1964_cov78",173085,70.1485,1120.96,2574
"scaffold1964_cov78",173121,70.449,1120.22,2574
"scaffold1964_cov78",173122,70.2826,1115.15,2574
"scaffold1964_cov78",173123,70.5456,1122.99,2574
"scaffold1964_cov78",174751,35.5957,341.17,2575
"scaffold1964_cov78",174756,35.6547,339.409,2575
"scaffold1964_cov78",174770,35.8336,336.838,2575
"scaffold1964_cov78",174799,36.2737,365.493,2575
"scaffold1964_cov78",239820,47.0912,941.965,2576
"scaffold1964_cov78",239822,47.1521,944.627,2576
"scaffold1964_cov78",278146,69.0751,1127.32,2577
"scaffold1964_cov78",278153,69.0125,1129.71,2577
"scaffold1964_cov78",280578,42.4973,671.157,2578
"scaffold1964_cov78",280597,43.6869,660.262,2578
"scaffold1964_cov78",280609,43.9231,671.867,2578
"scaffold1964_cov78",280612,43.0984,690.77,2578
"scaffold1964_cov78",280614,43.8122,664.651,2578
"scaffold1964_cov78",337682,67.907,965.368,2579
"scaffold1964_cov78",344216,111.054,2532.46,2580
"scaffold1964_cov78",344223,110.571,2522.48,2580
"scaffold1964_cov78",344231,110.381,2523.86,2580
"scaffold1964_cov78",344234,110.381,2523.67,2580
"scaffold1964_cov78",344236,111.388,2519.32,2580
"scaffold1964_cov78",344259,111.429,2521.16,2580
"scaffold1964_cov78",392313,90.3363,1819.75,2581
"scaffold1964_cov78",392317,90.1753,1818.91,2581
"scaffold1964_cov78",392323,90.8927,1824.71,2581
"scaffold1964_cov78",392331,90.4687,1782.51,2581
"scaffold1964_cov78",393332,57.6029,819.95,2582
"scaffold1964_cov78",393334,57.552,820.937,2582
"scaffold1964_cov78",427693,64.9159,1033.23,2583
"scaffold1964_cov78",442526,111.428,5562.26,2584
"scaffold1964_cov78",451836,77.0125,1379.91,2585
"scaffold1964_cov78",451838,76.5903,1390.55,2585
"scaffold1964_cov78",454503,50.7943,743.784,2586
"scaffold1964_cov78",454511,50.7549,745.469,2586
"scaffold2_cov86",56170,67.3739,838.593,2587
"scaffold2_cov86",58964,67.6655,1686.45,2588
"scaffold2_cov86",58972,68.1055,1708.33,2588
"scaffold2_cov86",58979,68.4258,1716.19,2588
"scaffold2_cov86",58988,75.6869,1886.83,2588
"scaffold2_cov86",58989,76.1789,1913.95,2588
"scaffold2_cov86",58992,78.5689,1993.86,2588
"scaffold2_cov86",76895,110.179,3643.1,2589
"scaffold2_cov86",76935,112.614,3651.67,2589
"scaffold2_cov86",76939,113.433,3654.55,2589
"scaffold2_cov86",101430,71.5474,948.004,2590
"scaffold2_cov86",101481,72.1395,949.013,2590
"scaffold2_cov86",146259,47.415,514.795,2591
"scaffold2_cov86",216836,34.7352,464.019,2592
"scaffold2_cov86",216849,35.0394,466.045,2592
"scaffold2_cov86",216859,35.0537,465.173,2592
"scaffold2_cov86",216868,35.1216,478.881,2592
"scaffold2_cov86",251663,48.7299,494.115,2593
"scaffold2_cov86",251671,48.9213,488.32,2593
"scaffold2_cov86",251693,48.7227,485.387,2593
"scaffold2_cov86",251703,48.6852,487.259,2593
"scaffold2_cov86",251716,48.4061,498.643,2593
"scaffold2_cov86",251717,48.4419,499.079,2593
"scaffold2_cov86",348588,56.746,1017.71,2594
"scaffold2_cov86",425174,104.159,3851.9,2595
"scaffold2_cov86",431607,35.2075,274.462,2596
"scaffold2_cov86",434402,79.0519,9042.54,2597
"scaffold2_cov86",454793,50.6279,575.037,2598
"scaffold2_cov86",454794,50.9535,580.672,2598
"scaffold2_cov86",454796,50.9481,581.53,2598
"scaffold2_cov86",454799,50.8408,577.604,2598
"scaffold2_cov86",454811,51.2218,589.205,2598
"scaffold2_cov86",454813,51.2254,588.15,2598
"scaffold2_cov86",454817,51.2147,588.319,2598
"scaffold2_cov86",454829,51.1771,587.737,2598
"scaffold2_cov86",454835,51.2057,588.4,2598
"scaffold2_cov86",479854,57.6601,741.884,2599
"scaffold2_cov86",479866,57.2844,752.114,2599
"scaffold2_cov86",479868,56.4794,747.969,2599
"scaffold2_cov86",479870,57.4848,749.63,2599
"scaffold2_cov86",516396,53.1449,711.884,2600
"scaffold2_cov86",534206,39.0018,328.84,2601
"scaffold2_cov86",563458,77.1896,1967.44,2602
"scaffold2_cov86",563750,40.8819,543.122,2603
"scaffold2_cov86",563765,40.8766,543.316,2603
"scaffold2_cov86",563793,40.8372,544.108,2603
"scaffold2_cov86",623715,90.737,3102.36,2604
"scaffold2_cov86",623732,96.8587,3247.31,2604
"scaffold2_cov86",649482,36.4419,266.548,2605
"scaffold2_cov86",649488,36.4365,266.142,2605
"scaffold2_cov86",649494,36.3971,265.817,2605
"scaffold2_cov86",649512,36.3936,266.967,2605
"scaffold2_cov86",658850,66.4544,1150.26,2606
"scaffold2_cov86",658867,66.4508,1150.4,2606
"scaffold2_cov86",658881,66.4633,1166.28,2606
"scaffold2_cov86",658884,66.61,1164.03,2606
"scaffold2_cov86",670278,44.1163,452.512,2607
"scaffold2_cov86",780993,40.2182,337.476,2608
"scaffold2_cov86",839930,125.998,8330.89,2609
"scaffold2_cov86",839949,126.467,8224.04,2609
"scaffold2_cov86",839951,125.68,8290.02,2609
"scaffold2_cov86",839962,126.075,8310.36,2609
"scaffold2_cov86",882942,49.8086,561.503,2610
"scaffold2_cov86",882966,50.39,562.923,2610
"scaffold2_cov86",882987,50.3614,563.704,2610
"scaffold2_cov86",882990,50.3596,563.926,2610
"scaffold2_cov86",930060,126.644,9093.1,2611
"scaffold2_cov86",930093,126.581,9100.19,2611
"scaffold2_cov86",930094,121.356,8696.54,2611
"scaffold200_cov68",21374,90.5098,2089.75,2612
"scaffold204_cov81",14241,84.5689,2893.33,2613
"scaffold204_cov81",14260,85.5796,2924.95,2613
"scaffold204_cov81",32379,75.703,940.431,2614
"scaffold204_cov81",52878,117.336,2467.35,2615
"scaffold204_cov81",53597,101.41,4554.6,2616
"scaffold204_cov81",54628,92.3989,2315.57,2617
"scaffold204_cov81",54655,92.5188,2318.04,2617
"scaffold204_cov81",58032,78.7013,1420.73,2618
"scaffold204_cov81",70508,107.66,2948.48,2619
"scaffold204_cov81",70514,107.182,2914.49,2619
"scaffold204_cov81",70541,108.19,2957.88,2619
"scaffold204_cov81",83793,60.6458,1259.25,2620
"scaffold204_cov81",83814,60.3739,1256.62,2620
"scaffold204_cov81",85949,61.4311,645.568,2621
"scaffold204_cov81",85977,61.5045,643.286,2621
"scaffold204_cov81",86012,44.7406,409.132,2621
"scaffold204_cov81",86031,44.3417,405.971,2622
"scaffold204_cov81",86039,44.8605,411.317,2622
"scaffold204_cov81",86044,44.8479,411.158,2622
"scaffold204_cov81",86054,44.8426,411.068,2622
"scaffold204_cov81",100254,47.0877,1125.17,2623
"scaffold204_cov81",100258,47.0912,1125.11,2623
"scaffold204_cov81",127770,43.619,534.136,2624
"scaffold204_cov81",127776,43.619,534.197,2624
"scaffold204_cov81",127781,43.5832,534.555,2624
"scaffold204_cov81",127790,43.6887,534.014,2624
"scaffold204_cov81",127807,43.7263,533.092,2624
"scaffold204_cov81",127814,43.7406,533.225,2624
"scaffold204_cov81",127817,43.7513,533.524,2624
"scaffold204_cov81",154294,44.9445,425.723,2625
"scaffold204_cov81",172119,59.5474,727.334,2626
"scaffold204_cov81",227921,53.2039,522.141,2627
"scaffold204_cov81",227929,53.1968,521.449,2627
"scaffold204_cov81",227930,53.1592,520.926,2627
"scaffold204_cov81",283183,70.3918,1214.23,2628
"scaffold204_cov81",283192,70.4955,1184.23,2628
"scaffold204_cov81",283207,70.2701,1177.33,2628
"scaffold204_cov81",283232,69.4061,1189.9,2628
"scaffold204_cov81",283237,68.3739,1210.03,2628
"scaffold204_cov81",300827,39.7889,533.178,2629
"scaffold204_cov81",365014,82.8444,1168.83,2630
"scaffold204_cov81",365029,82.8694,1169.01,2630
"scaffold204_cov81",378197,106.12,3862.66,2631
"scaffold204_cov81",378217,107.029,3752.9,2631
"scaffold204_cov81",378219,107.147,3750.57,2631
"scaffold204_cov81",399386,58.3971,942.853,2632
"scaffold204_cov81",399393,58.3363,944.453,2632
"scaffold205_cov79",10922,63.3936,1056.61,2633
"scaffold205_cov79",10926,63.3292,1054.76,2633
"scaffold205_cov79",10930,63.3059,1052.66,2633
"scaffold205_cov79",10945,63.3631,1052.49,2633
"scaffold205_cov79",10948,63.3667,1052.85,2633
"scaffold205_cov79",10959,62.7674,1079.05,2633
"scaffold205_cov79",10960,63.0608,1068.78,2633
"scaffold205_cov79",10971,63.4079,1096.27,2633
"scaffold205_cov79",10973,63.6173,1100.42,2633
"scaffold205_cov79",53296,31.5492,198.567,2634
"scaffold205_cov79",53326,32.5403,232.571,2634
"scaffold205_cov79",88593,69.8945,944.611,2635
"scaffold205_cov79",88624,70.1932,934.945,2635
"scaffold205_cov79",110073,58.161,1059.91,2636
"scaffold205_cov79",110074,58.1628,1059.83,2636
"scaffold205_cov79",110819,103.079,2129.4,2637
"scaffold205_cov79",110835,102.472,2117.1,2637
"scaffold205_cov79",110847,103.084,2108.74,2637
"scaffold205_cov79",118279,83.8032,2406.77,2638
"scaffold205_cov79",118287,82.9338,2487.65,2638
"scaffold205_cov79",233025,38.7156,318.326,2639
"scaffold205_cov79",254141,53.7317,494.39,2640
"scaffold205_cov79",286861,39.3184,313.447,2641
"scaffold205_cov79",286862,39.3435,314.362,2641
"scaffold205_cov79",288044,73.229,1146.55,2642
"scaffold205_cov79",288047,72.9785,1154.17,2642
"scaffold205_cov79",288077,73.1395,1148.5,2642
"scaffold205_cov79",295374,88.5063,1929.23,2643
"scaffold205_cov79",300944,119.75,4149.29,2644
"scaffold205_cov79",300962,119.746,4150.24,2644
"scaffold205_cov79",306862,28.7979,196.595,2645
"scaffold205_cov79",306883,29.0966,196.367,2645
"scaffold205_cov79",359921,43.6404,502.299,2646
"scaffold205_cov79",380722,127.161,3053.2,2647
"scaffold205_cov79",380773,127.293,3041.46,2647
"scaffold205_cov79",398329,50.8372,756.728,2648
"scaffold205_cov79",412322,61.3184,746.949,2649
"scaffold205_cov79",412337,61.4884,740.806,2649
"scaffold205_cov79",412357,61.678,735.29,2649
"scaffold205_cov79",412361,61.6905,735.827,2649
"scaffold205_cov79",412375,61.7191,735.589,2649
"scaffold205_cov79",412377,61.2558,740.223,2649
"scaffold205_cov79",508491,93.0233,3566.72,2650
"scaffold205_cov79",508493,96.3041,3572,2650
"scaffold205_cov79",609569,87.1091,2841.65,2651
"scaffold205_cov79",609653,40.907,362.995,2652
"scaffold205_cov79",609710,40.7227,369.022,2652
"scaffold205_cov79",626653,114.667,3149.67,2653
"scaffold205_cov79",629625,105.386,2219.27,2654
"scaffold205_cov79",661329,124.857,2755.74,2655
"scaffold205_cov79",661334,124.809,2757.27,2655
"scaffold205_cov79",664427,104.991,6741.34,2656
"scaffold205_cov79",664460,105,6815.7,2656
"scaffold205_cov79",671208,83.5009,2113.46,2657
"scaffold205_cov79",671234,82.9839,2143.56,2657
"scaffold205_cov79",716170,82.6726,1809.85,2658
"scaffold205_cov79",716185,82.5216,1829.91,2658
"scaffold205_cov79",716187,82.644,1807.63,2658
"scaffold205_cov79",716195,79.9783,1840.7,2658
"scaffold205_cov79",731906,50.9785,641.698,2659
"scaffold205_cov79",731928,51.5474,631.926,2659
"scaffold205_cov79",738560,83.491,1854.79,2660
"scaffold205_cov79",738573,84.0537,1931.72,2660
"scaffold205_cov79",738576,83.3297,1976.02,2660
"scaffold206_cov80",82963,95.8211,4918.6,2661
"scaffold206_cov80",120203,72.3775,1469.16,2662
"scaffold206_cov80",120216,72.6583,1491.51,2662
"scaffold206_cov80",120219,72.6977,1491.18,2662
"scaffold206_cov80",120223,73.1199,1492.14,2662
"scaffold206_cov80",128896,54.7156,793.018,2663
"scaffold206_cov80",128903,54.907,792.013,2663
"scaffold206_cov80",128926,54.5188,749.16,2663
"scaffold206_cov80",128934,54.9893,792.462,2663
"scaffold206_cov80",128937,54.9911,792.754,2663
"scaffold206_cov80",128943,54.9213,792.076,2663
"scaffold206_cov80",135340,88.1807,1586.17,2664
"scaffold206_cov80",135352,88.0465,1578.09,2664
"scaffold206_cov80",135475,74.8658,1068.36,2665
"scaffold206_cov80",135483,74.7245,1080.23,2665
"scaffold206_cov80",186791,117.202,3620.89,2666
"scaffold206_cov80",186824,115.68,3568.99,2666
"scaffold206_cov80",196865,93.2272,1910.55,2667
"scaffold206_cov80",223720,92.9714,1568.37,2668
"scaffold206_cov80",223743,92.9159,1568.91,2668
"scaffold206_cov80",238799,97.0769,2812.53,2669
"scaffold206_cov80",282732,117.784,5062.01,2670
"scaffold206_cov80",331361,52.8497,764.87,2671
"scaffold206_cov80",331364,53.6047,746.422,2671
"scaffold206_cov80",331408,54.458,728.84,2671
"scaffold206_cov80",336657,57.5617,873.874,2672
"scaffold206_cov80",364448,40.9052,368.724,2673
"scaffold206_cov80",364521,95.4436,1714.43,2673
"scaffold206_cov80",403956,50.059,814.292,2674
"scaffold206_cov80",403968,50.6082,817.579,2674
"scaffold206_cov80",424354,62.6118,716.89,2675
"scaffold206_cov80",424426,60.0644,778.175,2675
"scaffold206_cov80",424427,60.5349,774.321,2675
"scaffold206_cov80",424431,60.4204,781.886,2676
"scaffold206_cov80",424433,60.4204,781.886,2676
"scaffold206_cov80",424440,60.5707,774.873,2676
"scaffold206_cov80",424441,60.5921,775.529,2676
"scaffold206_cov80",424467,60.4222,774.635,2676
"scaffold206_cov80",425027,34.0751,654.672,2677
"scaffold206_cov80",425033,34.1342,656.116,2677
"scaffold206_cov80",425054,34.2683,656.903,2677
"scaffold206_cov80",551649,63.2648,827.36,2678
"scaffold206_cov80",555439,49.3882,540.155,2679
"scaffold206_cov80",555440,49.3828,540.068,2679
"scaffold206_cov80",555449,50.297,564.858,2679
"scaffold206_cov80",555472,50.6172,599.255,2679
"scaffold206_cov80",555481,51.9088,637.94,2679
"scaffold206_cov80",576989,112.347,2683.62,2680
"scaffold206_cov80",576995,112.465,2694.08,2680
